Outcome,GEOID,State,Name,ProjectType,ProjectDescription,ProjectAmount,PDMProgramFY,DisasterCount,POVERTY_RATE,PCT_WHITE,PCT_BLACK,PCT_NATIVE,PCT_ASIAN,PCT_TWO_OR_MORE,PCT_HISPANIC
Grant,26147,MI,"St. Clair County, Michigan",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,69000,2003,1,9.4,93.6,2.1,0.2,0.7,2.9,3.2
Grant,55093,WI,"Pierce County, Wisconsin",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,48000,2003,1,6.2,96.2,0.6,0.2,1.2,1.5,1.9
Grant,55111,WI,"Sauk County, Wisconsin",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,20000,2003,5,8.4,94.3,0.7,1.1,0.7,1.9,4.8
Grant,55141,WI,"Wood County, Wisconsin",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,40000,2003,6,7.6,94.5,0.7,0.6,2,1.4,2.8
Grant,26015,MI,"Barry County, Michigan",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,51865,2003,3,5.5,96.2,0.5,0.2,0.5,1.6,2.7
Grant,41005,OR,"Clackamas County, Oregon",205.6, Structural Retrofitting/Rehabilitating Public Structures - Seismic,310695.2,2003,5,6.1,88.6,1,0.7,4.1,3.6,8.4
Grant,55061,NA,"Kewaunee County, Wisconsin",91.1, Local Multihazard Mitigation Plan,36000,2003,NA,6,96.9,0.5,0.3,0.4,1.4,2.7
Grant,13051,GA,"Chatham County, Georgia",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,493365.26,2003,2,13,52.9,39.7,0.3,2.5,2.7,6.3
Grant,25025,MA,"Suffolk County, Massachusetts",203.2, Wet Floodproofing Private Structures - Coastal,194004,2003,10,15.2,55.2,22.5,0.3,8.7,6.1,22.3
Grant,53045,WA,"Mason County, Washington",700.1, Management Costs - Salaries,14248.11,2003,11,10.4,84.2,1.5,3.1,1.5,4.8,9.2
Grant,29109,MO,"Lawrence County, Missouri",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,133000,2003,10,13,94.9,0.6,0.5,0.5,1.7,7.2
Grant,53067,WA,"Thurston County, Washington",402.1, Infrastructure Protective Measures (Roads and Bridges),495950,2003,8,8,82.1,3,1.5,5.7,5.8,8.5
Grant,50019,VT,"Orleans County, Vermont",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,156045,2003,13,9.7,96.3,0.4,0.5,0.3,2.1,1.4
Grant,20091,KS,"Johnson County, Kansas",404.1, Localized Flood Control System to Protect Critical Facility,1020000,2003,2,3.8,86.5,4.6,0.3,4.8,2.9,7.4
Grant,19073,IA,"Greene County, Iowa",91.1, Local Multihazard Mitigation Plan,3333,2003,6,8,97.7,0.1,0.1,1.3,0.7,2.7
Grant,41067,OR,"Washington County, Oregon",205.6, Structural Retrofitting/Rehabilitating Public Structures - Seismic,3772060.96,2003,3,7.1,77.4,1.9,0.6,9.8,5.1,16.4
Grant,17089,IL,"Kane County, Illinois",91.1, Local Multihazard Mitigation Plan,100000,2003,4,7.6,72.1,5.6,0.4,3.9,2.4,31.6
Grant,56021,NA,"Laramie County, Wyoming",405.1, Other Minor Flood Control,2124686.5,2003,NA,7.5,88.7,2.7,0.9,1.2,3.3,14.3
Grant,12086,FL,"Miami-Dade County, Florida",405.1, Other Minor Flood Control,550000,2003,10,15.6,75.6,18,0.1,1.6,1.5,67.5
Grant,19031,IA,"Cedar County, Iowa",91.1, Local Multihazard Mitigation Plan,2010,2003,8,2.2,97,0.7,0.3,0.3,1.3,1.9
Grant,55097,WI,"Portage County, Wisconsin",400.1," Utility Protective Measures (Electric, Gas, etc.)",787653,2003,6,5.8,93.6,0.7,0.6,2.7,1.5,3
Grant,19105,IA,"Jones County, Iowa",91.1, Local Multihazard Mitigation Plan,2010,2003,10,5,95.8,2.5,0.4,0.1,0.9,1.8
Grant,27163,MN,"Washington County, Minnesota",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,38836,2003,3,3.6,86.4,4.1,0.4,5.4,3,3.9
Grant,19045,IA,"Clinton County, Iowa",91.1, Local Multihazard Mitigation Plan,8042,2003,8,8.9,93.7,2.6,0.4,0.7,2.1,3
Grant,06097,CA,"Sonoma County, California",91.1, Local Multihazard Mitigation Plan,298780.47,2003,6,6.5,75.3,1.6,1.1,3.9,5.3,26.4
Grant,41005,OR,"Clackamas County, Oregon",205.6, Structural Retrofitting/Rehabilitating Public Structures - Seismic,910000,2003,5,6.1,88.6,1,0.7,4.1,3.6,8.4
Grant,45079,SC,"Richland County, South Carolina",90.6, Mitigation Plan - State Multihazard Mitigation Plan,331166,2003,6,12.1,46,46.6,0.1,2.7,2.8,5
Grant,26159,MI,"Van Buren County, Michigan",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,73810,2003,1,10.7,86.4,3.3,0.9,0.6,4.6,11.2
Grant,26145,MI,"Saginaw County, Michigan",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,54073,2003,3,12.6,75.1,18.5,0.3,1.2,3.1,8.3
Grant,06115,CA,"Yuba County, California",91.1, Local Multihazard Mitigation Plan,1510000,2003,4,16.2,73.1,3.3,1.4,6.5,8.2,27.4
Grant,06055,CA,"Napa County, California",205.6, Structural Retrofitting/Rehabilitating Public Structures - Seismic,872933.8,2003,10,5.3,72.6,2.1,0.9,7.9,3.8,33.7
Grant,01073,AL,"Jefferson County, Alabama",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,302189,2003,14,13.8,52.1,42.6,0.2,1.5,1.6,3.7
Grant,13275,GA,"Thomas County, Georgia",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,233141,2003,5,15.5,60,35.8,0.1,0.8,2.3,3.5
Grant,06073,CA,"San Diego County, California",91.1, Local Multihazard Mitigation Plan,805015,2003,8,9.5,70.8,5,0.6,11.7,5.1,33.4
Grant,13051,GA,"Chatham County, Georgia",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,899300,2003,2,13,52.9,39.7,0.3,2.5,2.7,6.3
Grant,09001,CT,"Fairfield County, Connecticut",202.2, Elevation of Private Structures - Coastal,75600,2003,8,6.3,73.5,11.3,0.3,5.2,2.8,19
Grant,47189,TN,"Wilson County, Tennessee",91.1, Local Multihazard Mitigation Plan,206209,2003,2,6.9,88.4,6.8,0.3,1.5,1.5,3.8
Grant,12127,FL,"Volusia County, Florida",202.2, Elevation of Private Structures - Coastal,0,2003,12,10.6,82.9,10.6,0.4,1.8,2.1,12.9
Grant,06059,CA,"Orange County, California",91.1, Local Multihazard Mitigation Plan,135002.28,2003,7,8.4,62.1,1.7,0.5,19.7,3.9,34.2
Grant,45043,SC,"Georgetown County, South Carolina",403.3, Stormwater Management - Flapgates/Floodgates,25000,2003,9,13.7,64.1,31.4,0.1,0.4,1.9,3
Grant,49035,UT,"Salt Lake County, Utah",205.6, Structural Retrofitting/Rehabilitating Public Structures - Seismic,15513149,2003,1,7.2,80.1,1.7,0.8,3.9,3.1,17.9
Grant,12127,FL,"Volusia County, Florida",405.1, Other Minor Flood Control,183500,2003,12,10.6,82.9,10.6,0.4,1.8,2.1,12.9
Grant,19103,IA,"Johnson County, Iowa",91.1, Local Multihazard Mitigation Plan,2010,2003,8,6.4,83,6.4,0.2,6.2,2.4,5.5
Grant,13005,GA,"Bacon County, Georgia",402.1, Infrastructure Protective Measures (Roads and Bridges),187706.48,2003,4,17.7,80.3,14.6,0,0.9,2.3,8.5
Grant,12086,FL,"Miami-Dade County, Florida",405.1, Other Minor Flood Control,1891061,2003,10,15.6,75.6,18,0.1,1.6,1.5,67.5
Grant,12011,FL,"Broward County, Florida",205.8, Retrofitting Public Structures - Wind,971349,2003,10,10.8,61.6,28.4,0.3,3.6,3,28.4
Grant,19193,IA,"Woodbury County, Iowa",91.1, Local Multihazard Mitigation Plan,6000,2003,5,10.1,86.3,3.2,1.8,2.8,2.9,15.8
Grant,55089,WI,"Ozaukee County, Wisconsin",200.5," Acquisition of Vacant Land; 
302.1",2308620,2003,3,3.7,94.2,1.4,0.3,2,1.6,2.8
Grant,17089,IL,"Kane County, Illinois",900.1, Hazard Identification,200000,2003,4,7.6,72.1,5.6,0.4,3.9,2.4,31.6
Grant,05131,AR,"Sebastian County, Arkansas",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,589294,2003,6,16.5,77.7,6.8,1.2,4.3,4.1,13.7
Grant,19193,IA,"Woodbury County, Iowa",91.1, Local Multihazard Mitigation Plan,6000,2003,5,10.1,86.3,3.2,1.8,2.8,2.9,15.8
Grant,16039,ID,"Elmore County, Idaho",91.1, Local Multihazard Mitigation Plan,137550,2003,3,11.4,86.8,2.9,1.7,3.1,2.9,16.4
Grant,19045,IA,"Clinton County, Iowa",91.1, Local Multihazard Mitigation Plan,2010,2003,8,8.9,93.7,2.6,0.4,0.7,2.1,3
Grant,45035,SC,"Dorchester County, South Carolina",205.8, Retrofitting Public Structures - Wind,32595.44,2003,7,8.8,67.9,25.7,0.5,1.9,2.7,5
Grant,41071,OR,"Yamhill County, Oregon",91.1, Local Multihazard Mitigation Plan,499626,2003,6,10.5,88.2,1,1.2,1.4,4,15.7
Grant,12011,FL,"Broward County, Florida",403.2, Stormwater Management - Diversions,3245000,2003,10,10.8,61.6,28.4,0.3,3.6,3,28.4
Grant,47149,TN,"Rutherford County, Tennessee",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,220030,2003,4,7.8,78.5,14.1,0.2,3.1,3,7.4
Grant,06097,CA,"Sonoma County, California",900.1," Hazard Identification; 
91.1",600000,2003,6,6.5,75.3,1.6,1.1,3.9,5.3,26.4
Grant,06045,CA,"Mendocino County, California",900.1," Hazard Identification; 
93.1",44590,2003,6,13.8,82.7,0.7,4.2,1.7,5.1,24.5
Grant,12086,FL,"Miami-Dade County, Florida",403.2, Stormwater Management - Diversions,6624612.5,2003,10,15.6,75.6,18,0.1,1.6,1.5,67.5
Grant,39055,OH,"Geauga County, Ohio",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,43577,2004,3,4.3,96.7,1.2,0.1,0.6,1.2,1.4
Grant,39031,OH,"Coshocton County, Ohio",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,28326,2004,6,9.6,96.8,1.1,0.2,0.3,1.4,1
Grant,39073,OH,"Hocking County, Ohio",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,25961,2004,9,10.4,97.1,1,0,0.2,1.5,0.6
Grant,39015,OH,"Brown County, Ohio",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,29909,2004,7,13.9,97.2,0.8,0.2,0.3,1.3,0.9
Grant,39069,OH,"Henry County, Ohio",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,26233,2004,3,5.8,94.6,0.6,0.2,0.4,2,7.5
Grant,39021,OH,"Champaign County, Ohio",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,28955,2004,4,8.3,94.5,1.6,0.1,0.5,2.9,1.5
Grant,53033,WA,"King County, Washington",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,466949,2004,10,6.4,66.2,6.2,0.7,16.6,6.1,9.5
Grant,45051,SC,"Horry County, South Carolina",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,139931,2004,9,12.1,80.8,13.7,0.5,1.2,1.5,6
Grant,13121,GA,"Fulton County, Georgia",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,210333,2004,6,11.7,45,44.1,0.4,6.7,2.3,7.4
Grant,28071,MS,"Lafayette County, Mississippi",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,100000,2004,7,12.6,71.7,23.8,0.1,2.1,1.1,2.5
Grant,37129,NC,"New Hanover County, North Carolina",205.8, Retrofitting Public Structures - Wind,35000,2004,8,10.9,80.9,14.2,0.3,1.3,2.1,5.4
Grant,37129,NC,"New Hanover County, North Carolina",205.8, Retrofitting Public Structures - Wind,114000,2004,8,10.9,80.9,14.2,0.3,1.3,2.1,5.4
Grant,06001,CA,"Alameda County, California",700.1, Management Costs - Salaries,35608,2004,5,7.4,42.6,11.1,0.6,28.9,6.4,22.5
Grant,12073,FL,"Leon County, Florida",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,67636,2004,12,9.5,62.1,31.1,0.2,3.4,2.3,6.1
Grant,48201,TX,"Harris County, Texas",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,130000,2004,12,13.9,63.3,18.9,0.4,6.8,2.3,42.2
Grant,39133,OH,"Portage County, Ohio",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,60775,2004,3,9.3,91,4.1,0.1,1.9,2.3,1.7
Grant,22071,LA,"Orleans Parish, Louisiana",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,24150,2004,12,19.3,34.1,59.8,0.2,3,1.8,5.5
Grant,39125,OH,"Paulding County, Ohio",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,23726,2004,4,7.4,95,0.8,0.2,0.4,1.9,4.6
Grant,39127,OH,"Perry County, Ohio",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,27602,2004,10,14.6,97.4,0.4,0.2,0.2,1.8,0.8
Grant,29095,MO,"Jackson County, Missouri",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,133334,2004,7,11.6,66.6,23.6,0.4,1.8,3,8.8
Grant,51121,VA,"Montgomery County, Virginia",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,100000,2004,6,8.2,86.2,4.5,0.3,6.5,1.7,3.1
Grant,39109,OH,"Miami County, Ohio",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,45819,2004,6,7.3,94.1,2.1,0.1,1.3,2.2,1.6
Grant,38017,ND,"Cass County, North Dakota",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,133333,2004,11,6.4,88.5,4.3,1,2.9,2.6,2.5
Grant,48203,TX,"Harrison County, Texas",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,100000,2004,11,13.4,73,21.3,0.4,0.7,1.7,12.7
Grant,40109,OK,"Oklahoma County, Oklahoma",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,100000,2004,16,12.5,68.7,15,2.8,3.3,6.8,16.8
Grant,39105,OH,"Meigs County, Ohio",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,24507,2004,8,17.4,97.4,1.2,0.1,0,1.2,0.6
Grant,39033,OH,"Crawford County, Ohio",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,31225,2004,5,12.1,96.9,0.9,0.1,0.4,1.5,1.5
Grant,39155,OH,"Trumbull County, Ohio",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,81316,2004,2,13.1,88.6,8.4,0.2,0.5,2.2,1.7
Grant,39161,OH,"Van Wert County, Ohio",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,26359,2004,5,8.3,96.4,1.2,0.2,0.3,1.4,3
Grant,39169,OH,"Wayne County, Ohio",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,49389,2004,3,9.4,95.1,1.4,0.2,1,1.7,1.9
Grant,37129,NC,"New Hanover County, North Carolina",500.1, Flood Control - Floodwall,72500,2004,8,10.9,80.9,14.2,0.3,1.3,2.1,5.4
Grant,39175,OH,"Wyandot County, Ohio",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,24461,2004,4,7.2,97,0.3,0,0.9,0.9,2.7
Grant,22071,LA,"Orleans Parish, Louisiana",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,168233,2004,12,19.3,34.1,59.8,0.2,3,1.8,5.5
Grant,21111,KY,"Jefferson County, Kentucky",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,131609,2004,8,10.5,72.3,21.2,0.1,2.7,2.8,5
Grant,06085,CA,"Santa Clara County, California",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,139940,2004,2,5.6,45.5,2.5,0.5,35.1,4.9,26.1
Grant,12011,FL,"Broward County, Florida",205.8, Retrofitting Public Structures - Wind,302000,2004,10,10.8,61.6,28.4,0.3,3.6,3,28.4
Grant,41039,OR,"Lane County, Oregon",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,133330,2004,7,10.7,87.7,1.1,1.1,2.6,5,8.4
Grant,32031,NV,"Washoe County, Nevada",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,66667,2004,3,8.5,79.6,2.3,1.6,5.4,4.3,23.9
Grant,38085,ND,"Sioux County, North Dakota",90.5, Mitigation Plan - Tribal Multihazard Mitigation Plan,75071,2004,6,32.1,12.6,0,83.9,0,2.9,3.9
Grant,06037,CA,"Los Angeles County, California",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,133334,2004,10,13.1,51.8,8.2,0.7,14.5,3.8,48.4
Grant,08013,CO,"Boulder County, Colorado",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,104567,2004,3,5.8,88.6,0.9,0.5,4.5,2.9,13.8
Grant,39147,OH,"Seneca County, Ohio",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,34520,2004,4,11.4,93.8,2.7,0.2,0.6,2,4.9
Grant,37129,NC,"New Hanover County, North Carolina",90.4, Mitigation Plan - Local Multihazard Mitigation Plan,146667,2004,8,10.9,80.9,14.2,0.3,1.3,2.1,5.4
Grant,29109,MO,"Lawrence County, Missouri",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,1081130.4,2005,10,13,94.9,0.6,0.5,0.5,1.7,7.2
Grant,12086,FL,"Miami-Dade County, Florida",205.7, Retrofitting Private Structures - Wind,466900,2005,10,15.6,75.6,18,0.1,1.6,1.5,67.5
Grant,55053,WI,"Jackson County, Wisconsin",91.1, Local Multihazard Mitigation Plan,59627,2005,6,10.1,88.2,2.2,5.9,0.4,2.4,3.2
Grant,24033,MD,"Prince George's County, Maryland",200.6, Acquisition of Private Real Property (Structures and Land) - Landslide,1289740,2005,6,6.5,18.8,63.2,0.4,4.3,2.7,17.4
Grant,19061,IA,"Dubuque County, Iowa",91.1, Local Multihazard Mitigation Plan,3780,2005,7,7.3,93.2,2.9,0.1,1.3,1.7,2.3
Grant,06073,CA,"San Diego County, California",800.1, Miscellaneous,3999999.92,2005,8,9.5,70.8,5,0.6,11.7,5.1,33.4
Grant,12086,FL,"Miami-Dade County, Florida",205.8, Retrofitting Public Structures - Wind,167523.95,2005,10,15.6,75.6,18,0.1,1.6,1.5,67.5
Grant,48201,TX,"Harris County, Texas",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,2954559.52,2005,12,13.9,63.3,18.9,0.4,6.8,2.3,42.2
Grant,46051,SD,"Grant County, South Dakota",91.1, Local Multihazard Mitigation Plan,12000,2005,8,3.9,95.5,0,3.4,0.1,0.7,1.8
Grant,25019,MA,"Nantucket County, Massachusetts",91.1, Local Multihazard Mitigation Plan,59004,2005,4,4.9,80.6,8.3,0.6,2.4,6.3,8.6
Grant,29047,MO,"Clay County, Missouri",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,160970,2005,6,6.1,86,5.7,0.4,2.3,3.7,6.6
Grant,19033,IA,"Cerro Gordo County, Iowa",91.1, Local Multihazard Mitigation Plan,8500,2005,4,7.5,94.5,1.7,0.4,1.1,1.6,4.6
Grant,19011,IA,"Benton County, Iowa",91.1, Local Multihazard Mitigation Plan,4000,2005,8,6.1,97.8,0.7,0.1,0.3,0.9,1.4
Grant,25017,MA,"Middlesex County, Massachusetts",403.1, Stormwater Management - Culverts,1439900,2005,11,5.5,77.9,5.2,0.2,11.2,2.9,7.7
Grant,18059,IN,"Hancock County, Indiana",91.1, Local Multihazard Mitigation Plan,40000,2005,6,5.3,95.1,1.9,0.1,0.8,2,2.2
Grant,06065,CA,"Riverside County, California",93.1, Tribal (Local) Multihazard Mitigation Plan,144734.53,2005,10,12,61.6,6.3,0.8,6.3,4.5,48
Grant,18177,IN,"Wayne County, Indiana",91.1, Local Multihazard Mitigation Plan,2036777.23,2005,5,13.5,90,5.1,0.2,1,2.6,2.8
Grant,49049,UT,"Utah County, Utah",205.6, Structural Retrofitting/Rehabilitating Public Structures - Seismic,100000,2005,1,8.4,92,0.6,0.5,1.5,2.7,11.4
Grant,17161,IL,"Rock Island County, Illinois",91.1, Local Multihazard Mitigation Plan,125000,2005,5,11,81.6,10,0.3,2.4,3.5,12.6
Grant,19115,IA,"Louisa County, Iowa",91.1, Local Multihazard Mitigation Plan,46250,2005,7,8.3,91.6,1,0.3,3.9,0.5,15.8
Grant,31025,NE,"Cass County, Nebraska",91.1, Local Multihazard Mitigation Plan,3000,2005,12,4.5,96.6,0.3,0.2,0.3,1.7,3.1
Grant,46105,SD,"Perkins County, South Dakota",91.1, Local Multihazard Mitigation Plan,6000,2005,14,10.3,95.7,0.1,2.8,0,1.2,1.6
Grant,02070,AK,"Dillingham Census Area, Alaska",91.1, Local Multihazard Mitigation Plan,10020.4,2005,3,14.6,17.5,0.4,72.9,1.5,6.9,3.1
Grant,53025,WA,"Grant County, Washington",91.1, Local Multihazard Mitigation Plan,53945.91,2005,2,11.4,69.5,0.7,1.2,1.1,4.2,40.7
Grant,40143,OK,"Tulsa County, Oklahoma",91.1, Local Multihazard Mitigation Plan,80000,2005,9,11.8,70.2,10,4.7,3.1,8.1,12.1
Grant,17043,IL,"DuPage County, Illinois",91.1, Local Multihazard Mitigation Plan,105266,2005,4,4.8,78.3,4.7,0.2,11.4,2.6,14.1
Grant,01117,AL,"Shelby County, Alabama",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,3946750.16,2005,5,5,80.7,11.8,0.2,1.9,1.8,5.8
Grant,29151,MO,"Osage County, Missouri",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,1386000,2005,15,2.5,98.1,0.7,0.5,0,0.5,0.8
Grant,12011,FL,"Broward County, Florida",403.2, Stormwater Management - Diversions,3000200,2005,10,10.8,61.6,28.4,0.3,3.6,3,28.4
Grant,49035,UT,"Salt Lake County, Utah",91.1, Local Multihazard Mitigation Plan,716454.36,2005,1,7.2,80.1,1.7,0.8,3.9,3.1,17.9
Grant,19045,IA,"Clinton County, Iowa",91.1, Local Multihazard Mitigation Plan,4415.8,2005,8,8.9,93.7,2.6,0.4,0.7,2.1,3
Grant,29175,MO,"Randolph County, Missouri",91.1," Local Multihazard Mitigation Plan; 
92.1",539934,2005,8,12.1,90.3,5.8,0.5,0.6,2.4,2
Grant,16081,NA,"Teton County, Idaho",91.1, Local Multihazard Mitigation Plan,450040,2005,NA,5.9,89.3,0.2,0.2,0.1,1.9,17
Grant,16031,ID,"Cassia County, Idaho",91.1, Local Multihazard Mitigation Plan,55000,2005,1,11.5,94.2,0.1,1,0.6,1.2,27
Grant,13089,GA,"DeKalb County, Georgia",403.4, Stormwater Management - Detention/Retention Basins,2352474,2005,5,13.2,34.6,54,0.7,6.1,2.7,8.7
Grant,42133,PA,"York County, Pennsylvania",91.1, Local Multihazard Mitigation Plan,140000,2005,5,7.3,88.9,5.7,0.1,1.5,2.5,6.9
Grant,36119,NY,"Westchester County, New York",91.1, Local Multihazard Mitigation Plan,30000,2005,8,6.5,65.4,14.6,0.4,5.9,3,24
Grant,16029,NA,"Caribou County, Idaho",91.1, Local Multihazard Mitigation Plan,30000,2005,NA,6.1,96.9,0,0.1,0.1,0.9,5.4
Grant,42075,PA,"Lebanon County, Pennsylvania",91.1, Local Multihazard Mitigation Plan,58800,2005,6,8.2,87.3,2.2,0.1,1.3,2.1,12.2
Grant,29225,MO,"Webster County, Missouri",402.1, Infrastructure Protective Measures (Roads and Bridges),169466,2005,18,12.9,95.5,1.3,0.3,0.3,1.6,2
Grant,29211,MO,"Sullivan County, Missouri",402.1, Infrastructure Protective Measures (Roads and Bridges),449787,2005,14,10.2,93.1,1.8,0.5,0.4,1.7,18.5
Grant,36105,NY,"Sullivan County, New York",403.1, Stormwater Management - Culverts,163551.5,2005,13,11.1,81.4,8.6,0.3,1.6,3.5,15.4
Grant,51550,VA,"Chesapeake city, Virginia",91.1, Local Multihazard Mitigation Plan,273580,2005,4,7.8,61.8,29.8,0.2,3.3,3.5,5.6
Grant,05115,AR,"Pope County, Arkansas",91.1, Local Multihazard Mitigation Plan,40000,2005,6,14.6,91.2,2.9,0.4,1,2.9,8.5
Grant,46109,SD,"Roberts County, South Dakota",91.1, Local Multihazard Mitigation Plan,12000,2005,9,13,59.2,0.5,37,0.1,2.9,2.8
Grant,13121,GA,"Fulton County, Georgia",202.1, Elevation of Private Structures - Riverine,64997.11,2005,6,11.7,45,44.1,0.4,6.7,2.3,7.4
Grant,36103,NY,"Suffolk County, New York",91.1," Local Multihazard Mitigation Plan; 
93.1",706876,2005,10,5,80.5,7.8,0.2,3.9,2.5,18.6
Grant,29165,MO,"Platte County, Missouri",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,3075131,2005,10,4.6,85.9,6.8,0.4,2.8,3.1,5.8
Grant,53045,WA,"Mason County, Washington",700.1, Management Costs - Salaries,36176.52,2005,11,10.4,84.2,1.5,3.1,1.5,4.8,9.2
Grant,53033,WA,"King County, Washington",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,1616170,2005,10,6.4,66.2,6.2,0.7,16.6,6.1,9.5
Grant,48201,TX,"Harris County, Texas",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,2473543.37,2005,12,13.9,63.3,18.9,0.4,6.8,2.3,42.2
Grant,25027,MA,"Worcester County, Massachusetts",91.1, Local Multihazard Mitigation Plan,150000,2005,10,7.5,84.4,4.8,0.2,4.7,2.8,10.8
Grant,20143,KS,"Ottawa County, Kansas",91.1, Local Multihazard Mitigation Plan,4837.91,2005,6,5.2,96.1,0.8,0.2,0.4,2.3,2.7
Grant,48201,TX,"Harris County, Texas",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,3390297.74,2005,12,13.9,63.3,18.9,0.4,6.8,2.3,42.2
Grant,13089,GA,"DeKalb County, Georgia",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,3501000,2005,5,13.2,34.6,54,0.7,6.1,2.7,8.7
